Old_Crime_ID	Crime_ID	Country	Link	Event_year	Event_date	Seizure_co	Seizure_ci	X	Y	N. of fire	Firearm_Ty	Ammunition	Storage	Shooting/h	N. of acto	Actors_nat	Actors_age	Actors_gen	Additional	Source	NUTS_ID
BG0002	BG019	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100115_09.htm	2010.0	N/A	Bulgaria	Sofia	23.326	42.69648	2.0	Other	Yes	House	N/A	5.0	N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A	Gas pistols	Press release LEA	BG31
BG0003	BG020	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100213_04.htm	2010.0	N/A	Bulgaria	Kardzhali	25.370481	41.61542	1.0	Rifle	Yes	Car	N/A	1.0	N/A	N/A	M	Illicit hunting rifle	Press release LEA	BG31
BG0004	BG021	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100328_03.htm	2010.0	N/A	Bulgaria	Shumen	26.92337	43.27059	N/A	N/A	Yes	House	N/A	N/A	N/A	N/A	N/A	A group of persons illegally possess firearms and ammunition	Press release LEA	BG41
BG0005	BG022	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100529_04.htm	2010.0	N/A	Bulgaria	Ruse	25.95524	43.84959	2.0	Other;Pistol	Yes	Car	N/A	9.0	Bulgarian;Bulgarian;Bulgarian;Bulgarian;Bulgarian;Bulgarian;Bulgarian;Bulgarian;Bulgarian	17;30;18;25;46;45;28;32;21	F;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	Nine Bulgarians citizens travelled on Danube Bridge from Bulgaria to Romania. In a checkpoint border police found a Pistol, a gas Pistol, ammunitions and drugs.	Press release LEA	BG32
BG0006	BG023	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100513_07.htm	2010.0	N/A	Bulgaria	Kostenets	23.866796	42.299555	1.0	Pistol	Yes	House	N/A	1.0	N/A	36.0	M		Press release LEA	BG41
BG0007	BG024	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100625_05.htm	2010.0	N/A	Bulgaria	Vratsa	23.5488	43.20385	N/A	N/A	Yes	House	N/A	N/A	N/A	N/A	N/A	Illegal weapons confiscated during a special operation in Vratsa.	Press release LEA	BG41
BG0008	BG025	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100622_05.htm	2010.0	N/A	Bulgaria	Etropole	23.996516	42.833107	2.0	Rifle;Rifle	Yes	House	N/A	1.0	N/A	30.0	M		Press release LEA	BG41
BG0009	BG026	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100605_03.htm	2010.0	N/A	Bulgaria	Kjustendil	22.696934	42.282552	2.0	Rifle;Shotgun	Yes	House	N/A	1.0	N/A	44.0	M		Press release LEA	BG41
BG0010	BG027	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100603_10.htm	2010.0	N/A	Bulgaria	Vidin	22.87578	43.99334	1.0	Pistol	Yes	Car	N/A	4.0	N/A;N/A;N/A;N/A	19;19;20;20	M;M;M;M	Caliber 9 mm;Travelling from Romania to Bulgaria.	Press release LEA	BG41
BG0011	BG028	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100714_01.htm	2010.0	N/A	Bulgaria	Vratsa	23.5488	43.20385	N/A	N/A	Yes	Car;House	N/A	2.0	N/A;N/A	N/A;N/A	M;M	Two criminals were detained in special operations in Vratsa	Press release LEA	BG42
BG0012	BG029	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100713_04.htm	2010.0	N/A	Bulgaria	Targovishte	26.57351	43.247202	11.0	N/A;N/A;N/A;N/A;N/A;N/A;Rifle;Rifle;Rifle;Rifle;Shotgun	Yes	House	N/A	1.0	N/A	79.0	M	The man collected weapons for hobby.	Press release LEA	BG34
BG0013	BG030	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100708_12.htm	2010.0	N/A	Bulgaria	Kazanlak	25.39446	42.61871	10.0	N/A;N/A;N/A;Rifle;Rifle;Rifle;Rifle;Rifle;Shotgun;Shotgun	Yes	House	N/A	1.0	Bulgarian	58.0	M		Press release LEA	BG41
BG0014	BG031	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100821_04.htm	2010.0	N/A	Bulgaria	Pazardzhik	24.33212	42.19132	2.0	Pistol;Rifle	Yes	House	N/A	1.0	N/A	60.0	M	Pistol's model: TT;Hunting rifle, caliber: 12	Press release LEA	BG42
BG0015	BG032	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100811_08.htm	2010.0	N/A	Bulgaria	Kran	25.373723	42.665303	N/A	N/A	Yes	House	N/A	1.0	Bulgarian	50.0	M		Press release LEA	BG34
BG0016	BG033	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100912_03.htm	2010.0	N/A	Bulgaria	Petrich	23.20692	41.39816	1.0	Machine gun	Yes	Other	Yes	1.0	Bulgarian	28.0	M	After an armed robbery, the robber was arrested and his weapon was sized.	Press release LEA	BG41
BG0017	BG034	Bulgaria	http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100902_02.htm;http://press.mvr.bg/Archive/News/News_2010/News_I_III_Q/news100903_02.htm	2010.0	N/A	Bulgaria	Vidin	22.87578	43.99334	1.0	Other	N/A	House	N/A	3.0	N/A;N/A;N/A	39;42;44	M;M;M	Trafficking in cultural and historical values among which there were a gas pistol.	Press release LEA	BG31
BG0018	BG035	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news111231_12.htm	2011.0	N/A	Bulgaria	Sofia	23.326	42.69648	2.0	Other;Other	N/A	Other	N/A	2.0	Bulgarian;Bulgarian	16;16	M;M	Armed robbery;The robbers had two gas pistols.	Press release LEA	BG41
BG0019	BG036	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news111216_11.htm;http://press.mvr.bg/Archive/News/News_2011/news111216_02.htm	2011.0	N/A	Bulgaria	Krumovgrad	25.65424	41.47267	3.0	Other;Rifle;Rifle	Yes	House	N/A	1.0	N/A	32.0	M	Gas Pistol	Press release LEA	BG42
BG0020	BG037	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news111029_04.htm	2011.0	N/A	Bulgaria	Burgas	27.47001	42.49767	3.0	Other;Other;Other	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3 gas pistols	Press release LEA	BG34
BG0021	BG038	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news111020_14.htm	2011.0	N/A	Bulgaria	Sofia	23.326	42.69648	5.0	N/A;N/A;N/A;N/A;N/A	Yes	House	N/A	1.0	N/A	28.0	M	A 28-year-old man was suspected of illegal trade in weapons.	Press release LEA	BG41
BG0022	BG039	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news111005_04.htm	2011.0	N/A	Bulgaria	Sofia	23.326	42.69648	2.0	Pistol;Pistol	N/A	House	N/A	4.0	N/A;N/A;N/A;N/A	27;24;25;28	F;M;M;M	Drug truffic;Brand: Beretta	Press release LEA	BG41
BG0023	BG040	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news110926_06.htm	2011.0	N/A	Bulgaria	Burgas	27.47001	42.49767	N/A	N/A	Yes	House	N/A	1.0	N/A	56.0	M		Press release LEA	BG34
BG0024	BG041	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news110915_01.htm	2011.0	N/A	Bulgaria	Pernik	23.03214	42.61024	N/A	N/A	Yes	House	N/A	2.0	N/A;N/A	34;35	M;M		Press release LEA	BG41
BG0025	BG042	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news110904_04.htm;http://press.mvr.bg/Archive/News/News_2011/news110904_01.htm	2011.0	N/A	Bulgaria	Lovech	24.71724	43.13486	3.0	Pistol;Pistol;Pistol	N/A	House	N/A	1.0	N/A	55.0	M	Drug truffic.	Press release LEA	BG31
BG0026	BG043	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news110822_02.htm	2011.0	N/A	Bulgaria	Gotse Delchev (Region)	-	-	1.0	N/A	Yes	Other	Yes	1.0	N/A	22.0	M	A 22 years old shot another man and then himself.	Press release LEA	
BG0027	BG044	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news110814_01.htm	2011.0	N/A	Bulgaria	Samokov	23.551484	42.33559	1.0	Other	Yes	Car	N/A	N/A	N/A	N/A	N/A	Drug truffic.	Press release LEA	BG41
BG0028	BG045	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news110811_04.htm	2011.0	N/A	Bulgaria	Sofia	23.326	42.69648	N/A	N/A	Yes	Car	N/A	N/A	N/A	N/A	N/A		Press release LEA	BG41
BG0029	BG046	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news110810_05.htm	2011.0	N/A	Bulgaria	N/A	-	-	1.0	Other	Yes	House	Yes	1.0	N/A	65.0	M	A 65 years old shot from his window with a gas pistol and hit an 11 years old boy.	Press release LEA	
BG0030	BG047	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news110810_08.htm	2011.0	N/A	Bulgaria	Veliko Tarnovo	25.62716	43.07855	2.0	Pistol;Rifle	Yes	House	N/A	N/A	N/A	N/A	N/A	Rifle model: AK 47	Press release LEA	BG32
BG0031	BG048	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news110806_03.htm	2011.0	N/A	Bulgaria	Sofia	23.326	42.69648	N/A	N/A	N/A	House	N/A	9.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	Massive police operation. Police found and seized illegal weapons, ammunition and contraband cigarettes. Nine people were arrested.	Press release LEA	BG41
BG0032	BG049	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news110617_10.htm	2011.0	N/A	Bulgaria	Srednogortsi	24.90861	41.53075	1.0	Pistol	N/A	Car	N/A	1.0	N/A	27.0	M		Press release LEA	BG42
BG0033	BG050	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news110615_03.htm	2011.0	N/A	Bulgaria	Shumen	26.92337	43.27059	N/A	N/A	Yes	House	N/A	1.0	N/A	56.0	M	Almost nine kilograms of TNT, guns, grenades, detonators were found in a private home.	Press release LEA	BG33
BG0034	BG051	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news110609_02.htm	2011.0	N/A	Bulgaria	Sofia	23.326	42.69648	1.0	N/A	N/A	House	N/A	1.0	N/A	60.0	M	Police seized various quantities of cocaine, amphetamine and hemp, and a combat gun.	Press release LEA	BG41
BG0035	BG052	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/NEWS_1/news110408_04.htm	2011.0	N/A	Bulgaria	Samokov	23.551484	42.33559	N/A	N/A	N/A	House	N/A	1.0	N/A	57.0	M	A large quantity of weapons and ammunition were seized.	Press release LEA	BG41
BG0036	BG053	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/news111231_12.htm	2011.0	N/A	Bulgaria	Sofia	23.326	42.69648	2.0	Other;Other	N/A	House	N/A	2.0	N/A;N/A	N/A;/NA	M;M	Two minors arrested for armed robbery. During a search at the apartment of one of them were seized two gas pistols and black masks	Press release LEA	BG41
BG0037	BG054	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/NEWS_1/news110402_03.htm	2011.0	N/A	Bulgaria	Pernik	23.03214	42.61024	1.0	Craft weapon	Yes	House	N/A	1.0	N/A	31.0	M	Many parts and belongings of over 20 vehicles, 700 grams of amphetamine, made ​​improvised gun and ammunitions were seized by police.	Press release LEA	BG41
BG0038	BG055	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/NEWS_1/news110325_03.htm	2011.0	N/A	Bulgaria	Botevgrad	23.79335	42.90771	10.0	Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol	Yes	Car	N/A	2.0	Bulgarian;Bulgarian	41;35	M;M	During a routine check, police stopped a car and in the meticulous search of the car police found ten Pistolsand ammunitions. Brend: 9 “TT” and 1 “Beretta”.	Press release LEA	BG41
BG0039	BG056	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/NEWS_1/news110317_09.htm	2011.0	N/A	Bulgaria	Pernik	23.03214	42.61024	1.0	Other	Yes	N/A	N/A	2.0	N/A;N/A	24;32	M;M	Air rifle. The weapon was found during a operation against kidnappes.	Press release LEA	BG41
BG0040	BG057	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/NEWS_1/news110302_02.htm	2011.0	N/A	Bulgaria	Pernik	23.03214	42.61024	1.0	Rifle	N/A	House	N/A	1.0	Bulgarian	32.0	M	Objects of historical value and an illegal weapon were seized.	Press release LEA	BG41
BG0041	BG058	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/NEWS_1/news110221_05.htm	2011.0	N/A	Bulgaria	Brezovo	25.072665	42.345014	2.0	Other;Other	N/A	House	N/A	2.0	Bulgarian;N/A	31;40	M;M	Drugs and illigal weapons seizure.	Press release LEA	BG42
BG0042	BG059	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/NEWS_1/news110216_02.htm	2011.0	N/A	Bulgaria	Botevgrad	23.79335	42.90771	N/A	N/A	Yes	House	N/A	1.0	N/A	32.0	M	Illegal guns, a pistol, grenades, improvised rifles, silencers, a huge amount of ammunition were seized.	Press release LEA	BG41
BG0043	BG060	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/NEWS_1/news110215_08.htm	2011.0	N/A	Bulgaria	Gabrovo	25.31894	42.87422	4.0	Other;Other;Other;Other	Yes	N/A	N/A	4.0	N/A;N/A;N/A;N/A	28;29;30;33	M;M;M;M	During a special operation against organized crime police arrested 4 men and seized 4 Gas Pistols.	Press release LEA	BG32
BG0044	BG061	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/NEWS_1/news110125_04.htm	2011.0	N/A	Bulgaria	Pazardzhik	24.33212	42.19132	1.0	N/A	N/A	N/A	N/A	1.0	N/A	49.0	M	After a robbery a men with a gun was arrested.	Press release LEA	BG42
BG0045	BG062	Bulgaria	http://press.mvr.bg/Archive/News/News_2011/NEWS_1/news110117_02.htm	2011.0	N/A	Bulgaria	Sofia	23.326	42.69648	2.0	Rifle;Rifle	Yes	House	N/A	N/A	N/A	N/A	N/A		Press release LEA	BG41
BG0046	BG063	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/news121026_01.htm	2012.0	N/A	Bulgaria	Gabrovo	25.31894	42.87422	17.0	N/A;N/A;N/A;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Shotgun	Yes	House	N/A	1.0	Bulgarian	31.0	M	Anti mafia operation.	Press release LEA	BG32
BG0047	BG064	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/news121123_07.htm	2012.0	N/A	Bulgaria	Sofia	23.326	42.69648	2.0	Craft weapon;Rifle	Yes	House	N/A	2.0	N/A;N/A	58;64	M;M	With the weapons seized police found also different parts of weapons.	Press release LEA	BG41
BG0048	BG065	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/news121123_03.htm	2012.0	N/A	Bulgaria	Pazardzhik	24.33212	42.19132	1.0	Rifle	Yes	House	N/A	1.0	Bulgarian	65.0	M	Illigal hunting rifle	Press release LEA	BG42
BG0049	BG066	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/news121123_03.htm	2012.0	N/A	Bulgaria	Slavovitsa	24.034945	42.322056	3.0	Pistol;Shotgun;Shotgun	Yes	House	N/A	1.0	Bulgarian	71.0	M	Hunting weapons	Press release LEA	BG42
BG0050	BG067	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/news121222_03.htm;http://press.mvr.bg/Archive/News/News_2012/news121222_03.htm	2012.0	N/A	Bulgaria	Selanovtsi	23.990124	43.672329	2.0	N/A;N/A	Yes	Car	N/A	1.0	N/A	34.0	M		Press release LEA	BG31
BG0051	BG068	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/News_1/news120127_07.htm	2012.0	N/A	Bulgaria	Samokov	23.551484	42.33559	3.0	Rifle;Rifle;Sub-machine gun	N/A	Other	N/A	1.0	N/A	52.0	M	"The men was arrested while attempting to sell illegal firearms: two ""Kalashnikov""and submachine gun."	Press release LEA	BG412
BG0052	BG069	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/News_1/news120221_07.htm	2012.0	N/A	Bulgaria	Druzhba	22.718845	44.001296	2.0	Other;Other	N/A	House	N/A	1.0	N/A	24.0	M	Two gas pistols	Press release LEA	BG31
BG0053	BG070	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/News_1/news120318_04.htm	2012.0	N/A	Bulgaria	Sofia	23.326	42.69648	2.0	N/A;Other	Yes	House	Yes	1.0	N/A	66.0	M	A men was arrested after an homicide. Police seized a gun and a gas Pistol.	Press release LEA	BG41
BG0054	BG071	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/News_1/news120302_02.htm	2012.0	N/A	Bulgaria	Chavdar	24.055287	42.656601	2.0	Rifle;Shotgun	Yes	House	N/A	1.0	N/A	30.0	M	Hunting weapon.	Press release LEA	BG41
BG0055	BG072	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/News_1/news120301_04.htm	2012.0	N/A	Bulgaria	Kardzhali	25.370481	41.61542	N/A	N/A	Yes	House	N/A	1.0	N/A	49.0	M	Real war arsenal was discovered in the apartament of a 49 years old. There was a double-barreled rifles, some of them with wooden lodges and rifle butts and without serial numbers, short barrel guns, revolvers, cartridges, hunting caps lot of bullets for them.	Press release LEA	BG42
BG0056	BG073	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/News_1/news120529_10.htm	2012.0	N/A	Bulgaria	N/A	-	-	1.0	Other	Yes	Other	Yes	1.0	N/A	60.0	M	Gas pistol	Press release LEA	
BG0057	BG074	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/News_1/news120523_05.htm	2012.0	N/A	Bulgaria	Ardino	25.133047	41.581565	3.0	Shotgun;Shotgun;Shotgun	Yes	House	N/A	1.0	N/A	42.0	M	Drug truffic.	Press release LEA	BG42
BG0058	BG075	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/News_1/news120517_08.htm	2012.0	N/A	Bulgaria	Sofia	23.326	42.69648	1.0	Pistol	Yes	House	N/A	N/A	N/A	N/A	N/A	Drug truffic.	Press release LEA	BG41
BG0059	BG076	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/News_1/news120514_06.htm	2012.0	N/A	Bulgaria	Vladaya	23.195966	42.627825	1.0	Other	Yes	House	N/A	1.0	N/A	25.0	M	Drug truffic. In the house was found a gas gun.	Press release LEA	BG41
BG0060	BG077	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/News_1/news120506_02.htm	2012.0	N/A	Bulgaria	Sofia	23.326	42.69648	3.0	Pistol;Pistol;Rifle	Yes	House	N/A	1.0	N/A	23.0	M	Drug truffic.	Press release LEA	BG41
BG0061	BG078	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/News_1/news120505_05.htm	2012.0	N/A	Bulgaria	Varna	27.9118	43.21665	N/A	N/A	Yes	House	N/A	2.0	Bulgarian;Bulgarian	33;56	M;M	During a police operation were seized guns, guns, cartridges, and many cartridges of different caliber.	Press release LEA	BG33
BG0062	BG079	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/News_1/news120623_04.htm	2012.0	N/A	Bulgaria	Sofia	23.326	42.69648	1.0	N/A	Yes	Car	N/A	1.0	N/A	42.0	M		Press release LEA	BG41
BG0063	BG080	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/News_1/news120615_09.htm	2012.0	N/A	Bulgaria	Sofia	23.326	42.69648	1.0	Pistol	N/A	Other	N/A	3.0	N/A;N/A;N/A	N/A;N/A;N/A	M;M;M	Three people were arrested at the time of a transaction with illegal firearms	Press release LEA	BG41
BG0064	BG081	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/News_1/news120613_14.htm	2012.0	N/A	Bulgaria	Sofia	23.326	42.69648	N/A	N/A	Yes	House	N/A	N/A	N/A	N/A	N/A	Large quantities of weapons, ammunition, components for making improvised explosive devices were seized from an apartment	Press release LEA	BG41
BG0065	BG082	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/news120713_01.htm	2012.0	N/A	Bulgaria	Sofia	23.326	42.69648	5.0	Other;Other;Other;Other;Pistol	Yes	House	N/A	5.0	N/A;N/A;N/A;N/A;N/A	23;25;29;32;32	M;M;M;M;M	Drug truffic. 4 gas Pistols. Pistol model: Makarov.	Press release LEA	BG41
BG0066	BG083	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/news121002_05.htm	2012.0	N/A	Bulgaria	Murgovo	25.48211	41.705406	3.0	Rifle;Rifle;Rifle	Yes	Car	N/A	3.0	N/A;N/A;N/A	41;42;55	M;M;M	Illigal hunting rifle.	Press release LEA	BG42
BG0067	BG084	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/news121113_03.htm	2012.0	N/A	Bulgaria	Vidin	22.87578	43.99334	1.0	Pistol	N/A	Car	N/A	1.0	Serbian	N/A	M	Smuggling cigarettes from Serbiania to Bulgaria. Police found also a Pistol, model: Browning BDM.	Press release LEA	BG31
BG0068	BG085	Bulgaria	http://press.mvr.bg/Archive/News/News_2012/news121205_08.htm	2012.0	N/A	Bulgaria	Sofia	23.326	42.69648	4.0	Pistol;Pistol;Pistol;Pistol	Yes	House	N/A	N/A	N/A	N/A	N/A	Operation against criminal organization.	Press release LEA	BG41
BG0069	BG086	Bulgaria	http://press.mvr.bg/Archive/News/News_2013/news131219_08.htm	2013.0	N/A	Bulgaria	Shumen	26.92337	43.27059	3.0	Pistol;Pistol;Rifle	Yes	House	N/A	1.0	N/A	46.0	M	Drug truffic. Rifle model: AK 47. Pistols model: Makarov.	Press release LEA	BG33
BG0070	BG087	Bulgaria	http://press.mvr.bg/Archive/News/News_2013/news131102_02.htm	2013.0	N/A	Bulgaria	Dobrich	27.82724	43.56901	4.0	Pistol;Rifle;Rifle;Rifle	Yes	House	N/A	2.0	N/A;N/A	33;35	M;M		Press release LEA	BG33
BG0071	BG088	Bulgaria	http://press.mvr.bg/Archive/News/News_2013/news130919_05.htm	2013.0	N/A	Bulgaria	Silistra	27.26071	44.11712	1.0	Rifle	N/A	N/A	N/A	1.0	N/A	24.0	M		Press release LEA	BG32
BG0072	BG089	Bulgaria	http://press.mvr.bg/Archive/News/News_2013_1/news130612_03.htm	2013.0	N/A	Bulgaria	Blagoevgrad	23.09473	42.02249	1.0	N/A	Yes	House	N/A	1.0	N/A	53.0	M	Drug truffic.	Press release LEA	BG41
BG0073	BG090	Bulgaria	http://press.mvr.bg/Archive/News/News_2013_1/news130518_06.htm	2013.0	N/A	Bulgaria	Bregovo	22.636568	44.142113	1.0	N/A	N/A	Car	N/A	1.0	Bulgarian	50.0	M		Press release LEA	BG31
BG0074	BG091	Bulgaria	http://press.mvr.bg/Archive/News/News_2013_1/news130307_03.htm	2013.0	N/A	Bulgaria	Plovdiv	24.74955	42.14384	1.0	Craft weapon	Yes	House	N/A	1.0	Bulgarian	31.0	M	The 31 years old men trigged a bomb under a taxi car. During the investigations police found at his home an home made gun and some explosives material.	Press release LEA	BG42
BG0075	BG092	Bulgaria	http://press.mvr.bg/Archive/News/News_2013_1/news130304_02.htm	2013.0	N/A	Bulgaria	Pleven	24.62031	43.40825	1.0	Pistol	Yes	House	N/A	3.0	N/A;N/A;N/A	27;27;34	F;M;M	Drug truffic. Pistol model: Makarov	Press release LEA	BG31
BG0076	BG093	Bulgaria	http://press.mvr.bg/Archive/News/News_2013_1/news130212_10.htm	2013.0	N/A	Bulgaria	Kjustendil	22.696934	42.282552	3.0	Pistol;Pistol;Pistol	Yes	N/A	N/A	N/A	N/A	N/A	N/A		Press release LEA	BG41
BG0077	BG094	Bulgaria	http://press.mvr.bg/Archive/News/News_2013_1/news130212_05.htm	2013.0	N/A	Bulgaria	Stara Zagora	25.62491	42.42393	1.0	N/A	Yes	House	N/A	2.0	N/A;N/A	24;35	M;M	Drug truffic.	Press release LEA	BG34
BG0078	BG095	Bulgaria	http://press.mvr.bg/Archive/News/News_2013_1/news130125_08.htm	2013.0	N/A	Bulgaria	Nova Zagora	26.017992	42.486712	2.0	Rifle;Rifle	Yes	House	N/A	1.0	N/A	55.0	M	Illigal possession of weapons.	Press release LEA	BG34
BG0079	BG096	Bulgaria	http://press.mvr.bg/Archive/News/News_2013_1/news130125_05.htm	2013.0	N/A	Bulgaria	Sofia	23.326	42.69648	2.0	Pistol;Revolver	Yes	House	N/A	1.0	N/A	38.0	M	Drug truffic.	Press release LEA	BG41
BG0080	BG097	Bulgaria	http://press.mvr.bg/Archive/News/News_2014_2/news140822_02.htm	2014.0	N/A	Bulgaria	Samokov	23.551484	42.33559	2.0	Other	Yes	House	N/A	1.0	Bulgarian	74.0	M		Press release LEA	BG41
BG0081	BG098	Bulgaria	http://press.mvr.bg/Archive/News/News_2014_2/news140724_07.htm	2014.0	N/A	Bulgaria	Sofia	23.326	42.69648	1.0	Craft weapon	N/A	Other	N/A	N/A	N/A	N/A	N/A	"An imitation of ""Kalashnikov"" was found in Sofia."	Press release LEA	BG41
BG0082	BG099	Bulgaria	http://press.mvr.bg/Archive/News/News_2014_2/news140713_01.htm	2014.0	N/A	Bulgaria	Montana	23.224141	43.406465	N/A	N/A	Yes	House	Yes	1.0	N/A	N/A	M	A men shot in the centre of Montana. Police found in his home firearms and ammunitions.	Press release LEA	BG31
BG0083	BG100	Bulgaria	http://press.mvr.bg/Archive/News/News_2014_1/news140218_02.htm	2014.0	N/A	Bulgaria	Kjustendil	22.696934	42.282552	4.0	Pistol;Pistol;Pistol;Pistol	Yes	House	N/A	2.0	N/A;N/A	25;33	M;M		Press release LEA	BG41
BG0084	BG101	Bulgaria	http://press.mvr.bg/NEWS/news150220_04.htm	2015.0	N/A	Bulgaria	Razgrad	26.52311	43.52499	3.0	Rifle;Rifle;Rifle	Yes	House	N/A	1.0	N/A	45.0	M		Press release LEA	BG32
HR0001	HR001	Croatia	http://www.hrt.hr/index.php?id=48&tx_ttnews%5btt_news%5d=58810&tx_ttnews%5bbackPid%5d=38&cHash=3eb8d48480	2010.0	2010-01-07T00:00:00Z	Croatia	Kumrovec	15.677915	46.075561	41.0	Machine gun;Machine gun;Machine gun;Machine gun;Machine gun;Machine gun;Machine gun;Machine gun;Machine gun;Machine gun;Machine gun;Other;Other;Other;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Revolver;Revolver;Revolver;Revolver;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle	Yes	House	N/A	1.0	Croatian	53.0	M	Other firearms:Air rifle;Air rifle;Air rifle;Ammunitions:10,000 rounds	Press review	HR04
HR0002	HR002	Croatia	http://www.index.hr/vijesti/clanak/kod-veterana-domovinskog-rata-pronadjen-cijeli-arsenal-oruzja/471831.aspx	2010.0	2010-01-23T00:00:00Z	Croatia	Makarska	17.02076	43.29524	0.0		Yes	N/A	N/A	1.0	Croatian	46.0	M	Cartridge:277 caliber 7,62*51;Seizured of military weapons (e.g. bazooka)	Press review	HR03
